city,level,population,households,school,college,hospital,doctors,clinic,dentist,restaurant,fast_food,supermarket,convenience,park,platform,station
甲州市,7,29925,13079,32,0,3,0,0,0,21,4,7,19,20,95,3
中央市,7,30802,13842,15,0,3,2,1,2,10,4,3,18,20,2,2
市川三郷町,7,14976,6643,16,0,1,0,0,2,2,0,2,6,6,7,7
早川町,7,929,554,3,0,0,0,0,0,1,0,0,0,0,2,0
身延町,7,10391,5150,18,0,3,0,0,0,3,0,2,8,1,9,8
富士川町,7,14340,6302,13,0,2,0,0,0,4,4,1,6,4,1,0
昭和町,7,21101,9404,5,0,1,0,0,0,17,22,6,21,14,3,1
道志村,7,1557,624,2,0,0,0,0,0,13,0,1,1,4,66,0
西桂町,7,4084,1560,2,0,0,0,0,0,0,1,0,4,0,2,1
忍野村,7,9799,4170,4,0,1,0,0,0,9,4,1,4,1,13,0
山中湖村,7,5751,2505,4,0,1,0,1,0,20,4,1,7,6,58,0
鳴沢村,7,3121,1339,1,0,0,0,0,0,7,0,1,3,1,3,0
富士河口湖町,7,26765,11396,22,0,2,1,1,0,105,14,10,26,8,40,2
小菅村,7,657,335,3,0,0,0,0,0,1,0,0,0,0,2,0
丹波山村,7,535,301,2,0,0,0,0,0,1,0,0,0,0,21,0
長野市,7,368785,164058,115,11,20,49,19,29,431,74,45,169,182,231,22
松本市,7,236447,108398,47,2,9,10,4,2,117,23,22,56,118,128,20
上田市,7,153507,69127,32,0,10,6,11,0,55,12,20,58,36,32,21
岡谷市,7,47691,21019,14,0,1,1,0,0,7,4,5,13,10,53,2
飯田市,7,97322,40218,31,0,6,15,2,3,78,17,16,25,103,25,18
諏訪市,7,48385,22376,3,0,1,2,1,2,26,9,6,19,10,33,1
須坂市,7,49776,20530,17,0,1,0,1,2,41,4,4,9,8,4,4
小諸市,7,41623,19101,10,0,1,7,2,2,22,6,8,17,11,21,6
伊那市,7,66016,28276,16,0,0,0,5,2,32,2,4,8,22,15,5
駒ヶ根市,7,31892,13528,7,0,2,0,0,0,10,3,5,9,26,4,4
中野市,7,43030,17616,13,0,3,12,0,4,77,7,9,20,46,11,7
大町市,7,26085,11975,4,0,1,1,0,0,22,3,3,13,7,12,9
飯山市,7,19705,8005,7,0,1,3,0,1,36,2,6,10,25,5,10
茅野市,7,54637,24589,13,0,1,0,0,1,56,7,9,23,22,83,2
塩尻市,7,66118,28697,14,1,1,5,0,3,35,8,4,19,15,28,8
佐久市,7,98198,43077,20,0,5,10,1,7,47,19,14,41,55,54,11
千曲市,7,59529,24416,20,0,3,21,5,13,76,13,9,28,114,205,5
東御市,7,29557,12390,8,0,1,3,2,1,20,1,5,14,6,15,3
安曇野市,7,96605,41226,23,0,4,0,0,0,19,3,5,19,66,12,11
小海町,7,4329,1953,2,0,1,0,1,0,4,0,1,3,1,5,3
南相木村,7,966,428,1,0,0,0,0,0,0,0,0,0,0,0,0
北相木村,7,680,332,1,0,0,0,0,0,0,0,0,0,0,0,0
佐久穂町,7,10488,4298,11,0,1,1,0,2,9,1,2,2,1,6,4
軽井沢町,7,21510,10729,5,0,0,0,1,1,65,4,3,14,7,88,4
御代田町,7,16221,7493,2,0,0,0,0,0,4,1,2,5,2,8,1
立科町,7,6843,2894,2,0,0,0,0,0,4,0,0,3,5,5,0
青木村,7,4244,1764,2,0,0,1,0,1,1,0,0,2,2,0,0
長和町,7,5738,2626,0,0,1,0,0,1,11,2,0,5,1,10,0
下諏訪町,7,19108,8732,1,0,2,0,0,1,14,3,1,5,13,13,1
富士見町,7,14226,6172,6,0,1,0,0,0,18,0,2,5,4,8,3
原村,7,8063,3491,4,0,0,0,0,0,8,0,1,1,3,1,0
辰野町,7,18611,7699,7,1,1,3,0,5,16,1,2,6,12,0,6
箕輪町,7,24662,10106,5,0,0,0,0,0,3,2,4,5,19,3,3
飯島町,7,9078,3665,3,0,0,4,0,3,25,0,2,5,3,8,5
南箕輪村,7,16010,6672,2,0,0,0,0,0,2,0,2,4,2,4,2
中川村,7,4712,1695,1,0,0,0,0,0,0,0,1,0,3,0,1
宮田村,7,8837,3527,1,0,0,0,0,0,1,0,1,3,8,0,1
松川町,7,12742,4769,4,0,1,0,0,1,8,0,2,4,7,3,2
阿南町,7,4210,1967,2,0,1,0,0,0,3,0,1,0,1,0,0
阿智村,7,6055,2332,6,0,0,0,0,0,16,0,2,2,4,7,0
平谷村,7,386,196,1,0,0,0,0,0,4,0,1,0,1,0,0
根羽村,7,865,414,1,0,0,0,0,0,4,0,1,0,2,0,0
下條村,7,3551,1287,2,0,0,0,0,0,2,1,0,2,6,1,0
売木村,7,495,258,0,0,0,0,0,0,1,0,0,0,1,0,0
天龍村,7,1130,645,1,0,0,0,0,0,1,0,0,0,3,2,5
泰阜村,7,1531,669,0,0,0,0,0,0,3,0,1,0,7,0,4
喬木村,7,6040,2144,1,0,0,0,0,0,1,0,1,1,9,1,0
豊丘村,7,6603,2227,3,0,0,0,0,1,1,0,0,3,4,1,0
大鹿村,7,926,472,2,0,0,1,0,0,7,0,1,2,12,7,0
上松町,7,4071,2000,0,0,4,0,0,0,15,0,0,2,4,6,4
南木曽町,7,3876,1701,1,0,0,0,0,0,4,0,0,1,4,10,3
木祖村,7,2637,1093,2,0,0,0,0,0,5,0,1,0,5,2,1
王滝村,7,682,363,0,0,0,0,0,0,2,0,0,0,1,3,0
大桑村,7,3396,1500,1,0,0,0,0,0,0,0,1,2,2,4,3
木曽町,7,10219,4804,10,0,2,0,0,0,26,0,2,9,13,19,3
麻績村,7,2536,1082,0,0,0,0,0,0,1,0,0,0,0,2,1
生坂村,7,1698,721,0,0,0,0,0,0,0,0,0,0,0,0,0
山形村,7,8538,3145,2,0,0,1,0,1,20,0,2,4,3,0,0
朝日村,7,4359,1544,1,0,0,0,0,0,0,0,0,0,0,0,0
筑北村,7,4175,1795,3,0,0,0,0,0,0,0,0,1,6,2,3
松川村,7,9605,3983,1,0,0,1,0,1,7,0,0,4,6,3,3
白馬村,7,8782,4350,2,0,0,0,0,2,37,0,3,7,1,26,5
小谷村,7,2725,1248,0,0,0,0,0,0,5,2,0,2,0,14,5
坂城町,7,14254,6196,6,0,0,6,0,5,24,0,2,11,24,17,2
小布施町,7,10992,4031,2,0,0,0,0,0,21,1,0,2,2,3,2
山ノ内町,7,11499,4984,2,0,0,0,0,0,34,0,1,4,1,31,3
木島平村,7,4438,1790,1,0,0,0,0,0,1,0,0,0,3,0,0
野沢温泉村,7,3441,1420,2,0,0,1,0,0,28,5,2,3,0,2,0
信濃町,7,7828,3351,0,0,0,0,0,0,6,0,0,2,0,2,2
小川村,7,2314,1035,2,0,0,0,0,0,7,0,4,1,0,0,0
飯綱町,7,10534,4230,7,0,2,0,0,0,4,0,1,3,2,1,1
栄村,7,1642,796,2,0,0,0,0,0,0,0,0,0,1,2,4
岐阜市,7,402400,185060,123,2,42,41,17,35,249,36,37,89,320,595,13
大垣市,7,159280,68904,48,3,13,7,5,7,34,16,12,27,95,129,11
高山市,7,84338,35965,46,2,6,3,0,0,108,11,9,27,96,8,6
多治見市,7,107278,48383,29,0,4,18,3,13,90,20,15,29,253,30,5
関市,7,85537,35938,43,2,3,7,1,4,31,7,10,27,47,12,7
中津川市,7,75401,31504,39,0,3,4,0,1,27,2,8,10,20,97,7
美濃市,7,19494,8167,10,1,2,1,0,2,12,1,4,11,38,1,5
瑞浪市,7,36105,15527,17,1,3,2,15,5,20,7,6,14,39,49,2
羽島市,7,67076,27628,21,0,13,0,0,1,14,14,6,13,33,7,8
恵那市,7,47564,19860,29,0,2,3,1,0,23,4,6,10,37,102,10
美濃加茂市,7,57220,23668,19,1,4,0,0,0,11,2,4,9,15,3,5
土岐市,7,55842,24741,23,2,3,1,0,0,1,5,8,12,72,3,1
各務原市,7,145570,61882,32,1,6,0,0,1,11,10,6,19,73,14,17
可児市,7,100612,43852,27,1,18,1,1,1,10,4,13,31,97,5,7
山県市,7,25545,10854,16,0,1,0,0,0,6,0,2,3,8,2,0
瑞穂市,7,55985,22857,12,0,1,1,0,1,3,6,5,10,31,7,4
飛騨市,7,22527,8687,0,0,0,0,0,0,0,0,0,0,0,0,0
本巣市,7,33092,12796,17,1,0,8,4,5,18,0,2,9,40,13,12
郡上市,7,39115,15489,36,0,7,1,0,1,23,1,4,11,33,25,23
下呂市,7,30118,12058,23,0,2,1,2,1,11,2,3,8,13,3,8
海津市,7,32582,12422,18,0,2,1,0,4,42,0,7,9,63,9,5
岐南町,7,26243,11459,5,0,0,0,0,0,5,2,1,6,2,2,1
笠松町,7,21828,9257,5,0,4,0,0,0,1,0,2,6,4,2,2
養老町,7,26858,10347,10,0,1,0,0,0,3,0,1,5,5,5,3
垂井町,7,26255,10589,9,1,2,1,0,1,4,3,3,6,9,8,1
関ケ原町,7,6466,2675,5,0,1,0,0,0,4,0,3,4,14,7,1
神戸町,7,18577,7184,5,0,0,3,2,4,8,2,2,4,9,10,3
輪之内町,7,9326,3417,5,0,0,0,0,0,2,0,2,3,4,0,0
安八町,7,14512,5565,5,0,0,3,2,2,11,0,1,6,16,0,0
揖斐川町,7,19536,7943,17,0,2,7,0,1,6,0,3,7,4,10,3
大野町,7,22056,8278,10,0,0,0,0,0,7,2,1,4,7,2,0
北方町,7,18695,7960,5,0,0,1,1,1,7,2,3,3,20,0,0
坂祝町,7,8084,3350,3,1,0,0,1,0,1,0,1,2,3,0,1
富加町,7,5760,2104,2,1,0,0,0,0,0,0,0,0,1,0,1
川辺町,7,9962,3991,4,0,1,0,0,0,0,0,1,1,1,0,2
七宗町,7,3373,1422,4,0,0,0,0,0,2,0,0,0,0,1,1
八百津町,7,10274,4302,11,0,1,1,0,0,0,2,0,3,8,0,0
白川町,7,7421,3089,8,0,1,1,0,0,3,0,1,4,3,17,2
東白川村,7,2109,825,2,0,1,0,0,0,0,0,1,0,1,0,0
御嵩町,7,17775,7512,9,0,1,0,0,1,0,1,1,2,8,9,3
白川村,7,1513,596,3,0,0,1,0,0,11,2,0,2,2,2,0
静岡市,7,683739,323095,220,6,34,229,22,22,342,99,91,277,400,1512,28
浜松市,7,792704,351529,293,10,49,273,21,163,860,148,120,324,410,1473,54
沼津市,7,189632,93456,62,1,13,16,3,8,114,37,23,91,47,587,4
熱海市,7,34433,20923,16,1,10,3,0,2,82,1,0,20,21,78,5
三島市,7,107204,49920,42,1,8,1,5,4,144,14,15,39,37,282,7
富士宮市,7,129250,58259,51,0,9,9,0,8,41,15,12,44,60,135,6
伊東市,7,66286,35630,25,0,6,3,4,7,119,11,17,35,34,159,7
島田市,7,96496,39143,54,0,5,23,4,9,47,13,16,35,82,243,15
富士市,7,249094,109727,56,0,10,35,5,8,84,22,30,102,53,316,18
磐田市,7,167520,70303,54,0,6,19,0,19,21,1,13,29,73,12,7
焼津市,7,137199,59491,34,1,5,11,3,6,34,8,17,54,80,258,2
掛川市,7,115873,46944,69,0,5,79,0,39,220,36,26,59,156,201,10
藤枝市,7,142387,61208,50,1,5,18,3,9,54,16,24,45,56,312,1
御殿場市,7,85267,37746,23,0,10,3,0,1,52,11,11,49,70,183,3
袋井市,7,88562,36463,23,1,2,47,2,17,20,5,13,29,69,4,2
下田市,7,20099,10501,14,0,4,3,1,1,14,2,5,10,14,172,3
裾野市,7,49779,21680,22,0,3,19,0,7,78,7,11,31,31,109,3
湖西市,7,58400,24847,17,0,1,5,0,4,51,5,5,23,33,40,6
伊豆市,7,28872,13470,41,0,5,2,1,1,59,1,4,21,11,291,2
御前崎市,7,30706,12095,10,0,2,8,0,11,14,3,7,13,35,71,0
菊川市,7,47738,18708,21,1,1,14,8,18,56,4,7,23,54,135,1
伊豆の国市,7,47261,21521,20,0,5,1,0,3,43,12,7,24,12,91,5
牧之原市,7,43497,17170,17,0,1,2,0,2,7,4,7,27,21,93,0
東伊豆町,7,11414,6241,6,0,3,0,1,2,19,0,1,8,8,34,5
河津町,7,6728,3303,4,0,1,0,0,2,30,0,2,7,2,58,2
南伊豆町,7,7726,3884,8,0,2,0,0,0,2,0,1,3,3,102,0
松崎町,7,5971,2887,10,0,0,0,0,0,3,0,2,6,0,85,0
西伊豆町,7,7098,3654,5,0,0,1,0,0,10,0,1,4,4,67,0
函南町,7,37042,16781,12,0,5,2,1,0,38,7,5,17,13,57,4
長泉町,7,43553,18715,8,0,2,4,0,1,9,4,4,20,6,47,2
小山町,7,17611,7574,10,0,3,1,0,0,18,8,1,14,13,68,2
吉田町,7,29286,12030,7,0,1,9,0,5,7,3,7,15,16,31,0
川根本町,7,6078,2750,7,0,0,2,0,0,8,0,1,1,10,20,19
名古屋市,7,2294854,1156802,541,46,167,330,33,277,1675,440,230,984,1607,4065,166
豊橋市,7,370761,163746,121,6,46,18,12,14,161,39,39,120,264,101,17
岡崎市,7,384422,167955,165,4,28,34,112,88,177,54,42,139,294,144,16
一宮市,7,380201,165917,346,2,26,18,7,16,119,36,39,77,200,17,19
瀬戸市,7,128122,57712,36,0,11,1,1,1,23,10,11,22,144,21,8
半田市,7,117747,52661,34,0,6,44,13,39,152,21,17,54,120,87,9
春日井市,7,308937,140501,70,0,15,48,3,43,171,37,35,87,289,40,12
豊川市,7,186524,80499,163,1,37,31,7,39,178,55,27,92,145,62,19
津島市,7,60623,27115,14,0,4,7,1,3,28,11,7,23,24,8,2
碧南市,7,72645,29924,14,0,4,1,0,2,3,3,4,2,60,1,4
刈谷市,7,152372,68104,44,0,6,47,3,28,165,21,10,70,182,42,10
豊田市,7,417432,183945,132,48,28,15,2,9,117,41,41,159,258,103,27
安城市,7,188843,77924,41,0,8,8,8,10,121,17,17,53,166,16,10
西尾市,7,170332,67116,50,0,14,5,3,7,33,12,17,30,313,30,13
蒲郡市,7,78666,33333,33,1,4,1,1,1,18,5,4,23,99,16,8
犬山市,7,72733,31758,20,0,13,2,0,4,28,6,6,22,73,12,9
常滑市,7,58452,25296,21,0,2,3,0,0,20,4,12,18,44,18,8
江南市,7,99039,42346,32,2,7,9,6,2,35,8,7,29,29,6,2
小牧市,7,150434,69348,33,1,3,2,1,1,34,12,21,71,127,30,5
稲沢市,7,134281,56087,42,1,4,1,4,1,24,15,10,37,86,4,10
新城市,7,43812,17709,51,1,20,3,0,9,50,5,8,26,28,47,15
東海市,7,113625,51481,23,0,2,1,0,2,11,5,6,12,75,7,8
大府市,7,92828,40119,20,1,3,2,1,1,28,3,3,22,73,42,2
知多市,7,84002,36656,32,0,2,2,1,0,2,1,4,6,82,13,7
知立市,7,72030,32937,13,0,4,2,1,2,35,2,7,16,60,7,4
尾張旭市,7,83986,36843,15,0,3,3,1,3,10,3,11,26,76,41,4
高浜市,7,49154,21069,9,0,1,1,1,0,0,1,1,4,31,2,3
岩倉市,7,47821,22466,16,0,18,17,0,3,21,5,8,21,36,11,3
豊明市,7,68325,30685,27,1,5,30,2,15,32,12,8,26,60,10,2
日進市,7,93774,39221,16,1,10,27,2,13,48,13,11,29,76,27,3
田原市,7,59596,22831,33,1,1,2,0,1,18,2,3,20,36,13,4
愛西市,7,61618,24072,26,0,1,6,0,2,14,1,6,19,26,7,7
清須市,7,69194,30451,14,0,1,7,0,8,23,14,5,19,74,13,10
北名古屋市,7,86271,38046,21,0,4,6,0,6,11,4,5,9,66,4,2
弥富市,7,43861,18578,13,0,2,5,0,6,17,19,4,15,53,8,5
みよし市,7,61485,25388,17,1,5,8,1,5,26,5,7,26,49,7,2
あま市,7,88787,38303,18,0,2,7,0,3,29,12,3,25,53,4,3
長久手市,7,60985,25406,9,0,10,1,0,1,27,14,6,21,59,20,7
東郷町,7,43784,18104,13,0,1,2,7,0,9,2,3,13,40,13,0
豊山町,7,15929,7077,4,0,0,0,0,1,8,4,2,4,8,8,0
大口町,7,24234,9901,6,1,5,3,0,3,10,3,1,12,28,0,0
扶桑町,7,35026,14780,9,0,0,0,2,1,7,2,1,3,14,2,3
大治町,7,33356,14510,3,1,0,2,0,2,4,4,3,10,8,12,0
蟹江町,7,37144,17087,7,0,3,3,4,4,25,9,4,15,30,6,3
飛島村,7,4657,1747,1,0,0,0,0,0,3,2,0,6,16,2,0
阿久比町,7,28438,10953,6,0,0,0,0,0,0,0,0,8,46,0,4
東浦町,7,50283,21331,17,0,2,1,0,0,2,1,5,3,61,28,4
南知多町,7,16322,7051,14,0,2,2,0,0,19,2,2,4,19,0,1
武豊町,7,43363,18735,7,0,6,0,0,0,18,1,10,18,48,5,4
幸田町,7,42283,16556,13,1,5,0,1,2,7,7,10,15,25,121,3
設楽町,7,4342,2014,34,1,9,0,0,1,25,6,5,8,4,0,0
東栄町,7,2850,1356,14,0,20,0,0,0,20,6,5,7,2,0,1
豊根村,7,987,472,5,0,3,0,0,0,8,0,2,3,6,0,0
津市,7,272645,127902,155,3,40,20,7,33,170,22,40,95,361,47,33
四日市市,7,309719,144504,88,0,21,15,6,14,102,31,32,106,288,38,37
伊勢市,7,121770,56062,66,2,8,23,7,22,220,21,21,54,144,145,13
松阪市,7,159000,74310,66,0,11,3,6,4,85,10,14,45,196,10,12
桑名市,7,139563,60896,78,0,13,6,1,2,48,9,8,41,190,21,16
鈴鹿市,7,196461,88364,66,1,10,23,8,9,124,25,22,86,304,35,18
名張市,7,76190,34854,31,2,6,6,45,25,108,17,16,22,84,164,4
尾鷲市,7,16319,8990,21,0,2,2,8,1,67,5,17,9,9,9,5
亀山市,7,49503,22176,17,0,3,0,0,0,18,2,5,20,44,10,5
鳥羽市,7,17215,8235,19,2,0,3,0,0,26,1,2,17,14,7,10
熊野市,7,15738,8538,34,0,1,1,2,0,39,3,5,7,9,16,8
いなべ市,7,44797,18922,20,0,4,2,0,0,5,1,2,12,14,6,13
志摩市,7,46159,22547,39,1,5,9,2,6,45,7,5,16,15,10,9
伊賀市,7,87168,40451,71,0,15,11,3,7,58,13,10,41,83,26,22
木曽岬町,7,5994,2520,2,0,0,0,0,0,1,0,0,0,0,0,0
東員町,7,25934,10168,7,0,2,1,0,1,4,3,2,4,51,4,2
菰野町,7,41283,17075,9,0,2,0,0,1,22,6,4,11,9,4,4
川越町,7,15535,7119,5,0,0,0,0,0,1,1,1,3,19,2,1
多気町,7,14000,5771,10,0,0,0,0,0,2,0,2,3,8,1,4
大台町,7,8595,4070,10,0,2,0,0,0,0,1,1,2,3,0,6
玉城町,7,15162,5864,8,0,1,0,0,0,5,2,2,8,21,0,1
度会町,7,7806,3109,7,0,0,0,0,0,1,0,1,2,9,0,0
大紀町,7,7633,3848,8,0,0,0,0,0,1,0,0,1,2,2,4
南伊勢町,7,11221,5641,11,0,2,0,0,0,2,1,2,9,2,2,0
紀北町,7,14479,7787,17,0,2,2,2,1,23,1,10,3,2,14,4
御浜町,7,8086,4102,9,0,1,0,0,0,0,0,1,0,0,3,3
紀宝町,7,10436,5203,11,0,0,0,2,3,12,1,1,4,17,1,2
大津市,7,344552,155913,86,5,19,25,80,54,321,35,50,89,194,403,25
彦根市,7,111648,50067,44,2,7,3,40,22,217,15,22,35,74,16,11
長浜市,7,115009,47320,58,2,5,12,7,12,105,11,22,44,46,18,9
近江八幡市,7,82025,35163,35,0,11,3,3,5,51,8,12,24,77,30,5
草津市,7,138336,62624,32,2,12,17,14,17,185,26,23,48,121,123,2
守山市,7,85619,34469,19,0,4,0,29,14,106,13,22,26,35,5,1
栗東市,7,70578,29467,14,0,5,0,4,4,28,7,5,15,27,8,2
甲賀市,7,89038,37296,39,1,8,7,2,3,43,21,9,31,97,152,6
野洲市,7,50711,21126,11,0,4,0,0,0,7,2,8,11,81,8,1
湖南市,7,54601,24720,18,1,3,2,0,1,8,1,6,11,46,13,2
高島市,7,46394,20772,30,0,4,5,9,11,44,5,6,15,23,58,6
東近江市,7,112586,46474,48,2,9,12,15,12,107,14,16,32,259,24,13
米原市,7,37761,14848,26,0,1,5,1,2,12,1,3,20,11,20,7
竜王町,7,11543,4480,5,0,0,4,0,0,6,3,0,5,9,7,0
愛荘町,7,21332,8491,10,0,0,0,3,3,23,0,2,5,3,0,1
豊郷町,7,7208,2983,4,0,1,0,0,1,8,3,2,2,11,0,1
甲良町,7,6595,2622,4,0,0,0,0,0,3,0,0,0,24,1,1
多賀町,7,7466,2913,3,0,0,0,0,0,5,1,0,4,3,1,1
京都市,7,1385190,730333,430,29,146,220,68,139,1899,414,256,643,642,2635,122
福知山市,7,76075,36725,53,0,6,13,14,4,112,14,26,38,56,222,12
舞鶴市,7,78194,39899,43,0,8,17,10,14,82,14,21,44,41,80,6
綾部市,7,31959,15669,19,0,4,3,9,8,54,2,9,10,33,49,5
宇治市,7,182144,85224,50,1,13,30,6,19,100,31,34,47,94,168,14
宮津市,7,16721,8324,15,0,1,1,2,0,31,3,6,7,35,81,8
亀岡市,7,87090,40003,29,0,5,4,1,4,47,23,14,25,11,387,4
城陽市,7,74591,35188,20,0,4,20,3,13,39,5,12,24,234,118,6
向日市,7,56794,25575,35,0,3,88,2,21,69,36,9,19,26,73,3
長岡京市,7,81946,37318,21,1,7,30,1,22,53,18,9,19,39,176,3
八幡市,7,69469,33707,19,0,4,16,3,11,44,22,8,19,37,226,7
京田辺市,7,71367,31124,24,0,2,20,2,11,44,7,10,20,138,184,9
京丹後市,7,51981,22937,39,0,5,1,3,7,65,7,24,18,55,234,7
南丹市,7,30499,14359,31,1,6,3,0,2,17,2,4,12,8,75,7
木津川市,7,80109,33016,22,0,2,10,8,4,30,8,10,18,93,185,6
大山崎町,7,16524,7214,4,0,1,4,1,4,9,3,1,8,14,35,2
久御山町,7,15505,7297,8,0,3,3,0,1,20,16,4,12,22,43,0
井手町,7,7009,3409,5,0,0,0,0,0,3,0,1,2,14,0,2
宇治田原町,7,8893,3821,4,0,0,1,0,2,6,0,2,3,23,39,0
笠置町,7,1159,595,2,0,0,0,0,0,0,1,1,1,1,1,1
和束町,7,3600,1690,3,0,1,0,0,0,6,0,2,1,1,21,0
精華町,7,36790,15413,10,0,5,1,2,3,12,3,6,4,38,91,5
南山城村,7,2505,1206,2,0,0,0,1,0,2,0,0,1,0,4,2
京丹波町,7,13005,6160,12,0,3,0,0,0,7,0,2,7,8,51,4
伊根町,7,1951,890,5,0,0,0,1,0,16,0,0,0,2,33,0
与謝野町,7,20199,8928,15,0,1,3,0,3,9,0,11,6,26,139,1
大阪市,7,2741587,1563594,753,91,236,701,326,557,5204,1131,434,1556,1174,1915,240
堺市,7,821428,399860,201,5,49,50,193,156,865,153,117,271,1057,831,28
岸和田市,7,189396,89301,63,0,21,18,47,27,282,38,32,66,56,214,7
豊中市,7,407695,196465,81,5,18,52,7,27,120,47,47,96,182,180,12
池田市,7,103074,49506,23,0,5,2,17,7,71,18,9,27,34,59,2
吹田市,7,381316,181823,101,2,9,165,13,94,284,69,54,114,135,351,15
泉大津市,7,73282,35123,19,0,5,8,24,9,130,29,17,29,67,18,3
高槻市,7,348530,163964,102,1,29,74,50,53,378,53,59,91,103,222,5
貝塚市,7,83156,38151,17,0,12,5,25,14,79,12,16,31,99,28,14
守口市,7,142014,74170,57,1,10,21,3,14,144,30,16,58,56,57,8
枚方市,7,396252,184691,119,1,39,27,94,64,401,67,65,118,285,352,12
茨木市,7,284921,131554,73,1,15,22,52,39,310,44,46,106,88,117,11
八尾市,7,261998,127240,54,1,16,10,51,36,227,37,42,85,143,134,12
泉佐野市,7,98545,48262,28,0,19,1,26,20,216,28,28,42,70,73,9
富田林市,7,108105,52074,39,1,7,12,5,13,72,12,10,26,91,17,6
寝屋川市,7,227544,112186,66,3,27,16,52,39,303,37,52,79,140,44,5
河内長野市,7,100484,47519,43,4,8,23,15,20,70,13,17,26,142,139,8
松原市,7,116966,57891,52,0,8,1,42,22,156,34,25,45,84,47,4
大東市,7,117294,57689,34,2,6,3,31,17,131,15,24,43,110,70,3
和泉市,7,183761,81489,42,0,22,10,28,28,148,21,30,47,151,191,4
箕面市,7,139128,62998,52,1,9,58,8,33,138,32,22,44,82,161,5
柏原市,7,67226,32237,29,1,4,3,8,12,42,5,15,16,18,3,10
羽曳野市,7,108961,51388,32,1,13,4,7,6,37,9,11,23,37,10,5
門真市,7,117937,63269,28,0,7,20,24,20,198,32,20,53,36,81,5
摂津市,7,86457,42472,23,0,5,5,2,3,28,12,13,38,65,80,5
高石市,7,56992,26293,18,0,6,15,1,1,21,5,7,12,20,12,6
藤井寺市,7,63336,29956,19,1,2,1,30,13,104,10,12,20,14,19,3
東大阪市,7,480137,245861,130,3,41,104,68,88,544,113,86,216,197,189,26
泉南市,7,59635,26510,18,0,8,1,5,4,61,13,7,20,28,17,4
四條畷市,7,54765,24914,19,0,4,0,20,9,56,7,12,23,11,23,1
交野市,7,77363,33751,23,0,3,1,14,11,40,10,16,25,183,15,6
大阪狭山市,7,58292,26306,11,0,7,2,11,10,72,12,6,15,87,5,3
阪南市,7,51579,24158,15,0,5,1,12,14,58,7,11,14,14,12,5
島本町,7,31646,13912,8,0,1,0,1,2,8,4,4,8,22,18,2
豊能町,7,18526,8701,7,0,0,2,0,0,4,0,3,3,6,12,5
能勢町,7,9267,4544,10,0,1,1,0,0,1,0,2,4,1,1,0
忠岡町,7,16675,7942,3,0,1,0,1,3,7,0,0,2,4,2,1
熊取町,7,43013,18615,10,0,2,0,10,5,32,2,7,10,40,56,1
田尻町,7,8498,4096,3,0,1,0,3,1,17,1,4,8,7,25,1
岬町,7,14793,7456,7,0,1,0,0,1,10,0,1,6,5,5,6
河南町,7,14995,6685,6,0,0,0,0,0,1,0,1,2,3,14,0
千早赤阪村,7,4893,2270,5,0,0,2,0,0,7,0,0,0,3,25,0
神戸市,7,1510917,772275,422,34,117,196,206,208,1648,247,226,482,1142,2005,137
姫路市,7,528459,245657,154,16,53,28,22,40,268,90,74,149,391,906,32
尼崎市,7,458895,240071,90,4,30,111,27,58,551,144,84,176,112,600,12
明石市,7,305404,142145,94,1,26,8,53,37,384,51,46,79,173,252,18
西宮市,7,482796,227117,102,3,23,200,76,135,659,103,90,152,289,581,23
洲本市,7,41826,20257,32,0,3,1,1,0,14,7,11,16,69,20,0
芦屋市,7,95378,45500,27,0,5,19,31,16,146,15,22,22,80,176,4
伊丹市,7,202539,93330,37,2,15,23,25,19,142,23,30,61,100,254,6
相生市,7,27974,13081,14,0,5,0,0,0,6,2,4,4,20,149,3
豊岡市,7,77758,33671,48,1,4,20,25,22,269,14,31,32,65,512,7
加古川市,7,259884,117763,53,1,22,24,59,57,425,45,45,113,204,342,8
赤穂市,7,45440,20553,15,0,4,4,1,1,9,5,4,9,22,161,7
西脇市,7,38716,17218,16,0,2,0,17,12,78,4,10,10,3,26,7
宝塚市,7,230788,106572,58,0,8,38,29,29,182,28,31,49,82,248,14
三木市,7,74872,34456,43,0,9,4,15,14,79,7,16,25,71,108,7
高砂市,7,88166,40211,25,0,2,2,25,4,129,5,27,29,78,163,6
川西市,7,155098,71361,33,1,24,2,0,2,36,7,23,22,80,218,16
小野市,7,47451,20517,15,0,5,1,16,7,40,6,9,9,10,42,9
三田市,7,108387,47014,44,1,11,4,2,5,75,12,24,32,144,116,11
加西市,7,42265,18319,17,1,3,1,24,3,18,12,10,13,5,64,7
丹波篠山市,7,39923,17722,31,0,3,1,0,3,29,3,8,14,18,47,5
養父市,7,21969,9219,19,0,3,3,0,0,5,1,6,6,29,323,2
丹波市,7,61717,26240,37,0,3,1,0,3,10,0,3,14,21,35,8
南あわじ市,7,45193,19881,31,0,5,1,1,0,15,3,3,23,22,9,0
朝来市,7,28676,12294,25,0,2,4,1,1,14,1,6,5,31,180,6
淡路市,7,42437,20337,29,1,4,1,1,6,52,3,11,26,15,79,0
宍粟市,7,35309,14716,34,0,2,3,0,2,8,0,7,6,10,78,0
加東市,7,39719,17347,16,0,3,0,0,0,11,3,4,5,5,55,3
たつの市,7,74081,31267,28,0,11,0,0,0,19,6,12,21,36,122,6
